ID,userName,email,phone,company_ID,department_ID,designation_ID,active,lastLogin,createdAt,createdBy,modifiedAt,modifiedBy
880e8400-e29b-41d4-a716-446655440017,user17,user17@company17.com,900000017,550e8400-e29b-41d4-a716-446655440017,660e8400-e29b-41d4-a716-446655440017,770e8400-e29b-41d4-a716-446655440017,true,2024-01-10T09:16:00Z,2024-01-01T08:16:00Z,system,2024-01-05T08:16:00Z,system
880e8400-e29b-41d4-a716-446655440018,user18,user18@company18.com,900000018,550e8400-e29b-41d4-a716-446655440018,660e8400-e29b-41d4-a716-446655440018,770e8400-e29b-41d4-a716-446655440018,true,2024-01-10T09:17:00Z,2024-01-01T08:17:00Z,system,2024-01-05T08:17:00Z,system
880e8400-e29b-41d4-a716-446655440019,user19,user19@company19.com,900000019,550e8400-e29b-41d4-a716-446655440019,660e8400-e29b-41d4-a716-446655440019,770e8400-e29b-41d4-a716-446655440019,true,2024-01-10T09:18:00Z,2024-01-01T08:18:00Z,system,2024-01-05T08:18:00Z,system
880e8400-e29b-41d4-a716-446655440020,user20,user20@company20.com,900000020,550e8400-e29b-41d4-a716-446655440020,660e8400-e29b-41d4-a716-446655440020,770e8400-e29b-41d4-a716-446655440020,true,2024-01-10T09:19:00Z,2024-01-01T08:19:00Z,system,2024-01-05T08:19:00Z,system
880e8400-e29b-41d4-a716-446655440021,user21,user21@company21.com,900000021,550e8400-e29b-41d4-a716-446655440021,660e8400-e29b-41d4-a716-446655440021,770e8400-e29b-41d4-a716-446655440021,true,2024-01-10T09:20:00Z,2024-01-01T08:20:00Z,system,2024-01-05T08:20:00Z,system
880e8400-e29b-41d4-a716-446655440022,user22,user22@company22.com,900000022,550e8400-e29b-41d4-a716-446655440022,660e8400-e29b-41d4-a716-446655440022,770e8400-e29b-41d4-a716-446655440022,true,2024-01-10T09:21:00Z,2024-01-01T08:21:00Z,system,2024-01-05T08:21:00Z,system
880e8400-e29b-41d4-a716-446655440023,user23,user23@company23.com,900000023,550e8400-e29b-41d4-a716-446655440023,660e8400-e29b-41d4-a716-446655440023,770e8400-e29b-41d4-a716-446655440023,true,2024-01-10T09:22:00Z,2024-01-01T08:22:00Z,system,2024-01-05T08:22:00Z,system
880e8400-e29b-41d4-a716-446655440024,user24,user24@company24.com,900000024,550e8400-e29b-41d4-a716-446655440024,660e8400-e29b-41d4-a716-446655440024,770e8400-e29b-41d4-a716-446655440024,true,2024-01-10T09:23:00Z,2024-01-01T08:23:00Z,system,2024-01-05T08:23:00Z,system
880e8400-e29b-41d4-a716-446655440025,user25,user25@company25.com,900000025,550e8400-e29b-41d4-a716-446655440025,660e8400-e29b-41d4-a716-446655440025,770e8400-e29b-41d4-a716-446655440025,true,2024-01-10T09:24:00Z,2024-01-01T08:24:00Z,system,2024-01-05T08:24:00Z,system
880e8400-e29b-41d4-a716-446655440026,user26,user26@company26.com,900000026,550e8400-e29b-41d4-a716-446655440026,660e8400-e29b-41d4-a716-446655440026,770e8400-e29b-41d4-a716-446655440026,true,2024-01-10T09:25:00Z,2024-01-01T08:25:00Z,system,2024-01-05T08:25:00Z,system
880e8400-e29b-41d4-a716-446655440027,user27,user27@company27.com,900000027,550e8400-e29b-41d4-a716-446655440027,660e8400-e29b-41d4-a716-446655440027,770e8400-e29b-41d4-a716-446655440027,true,2024-01-10T09:26:00Z,2024-01-01T08:26:00Z,system,2024-01-05T08:26:00Z,system
880e8400-e29b-41d4-a716-446655440028,user28,user28@company28.com,900000028,550e8400-e29b-41d4-a716-446655440028,660e8400-e29b-41d4-a716-446655440028,770e8400-e29b-41d4-a716-446655440028,true,2024-01-10T09:27:00Z,2024-01-01T08:27:00Z,system,2024-01-05T08:27:00Z,system
880e8400-e29b-41d4-a716-446655440029,user29,user29@company29.com,900000029,550e8400-e29b-41d4-a716-446655440029,660e8400-e29b-41d4-a716-446655440029,770e8400-e29b-41d4-a716-446655440029,true,2024-01-10T09:28:00Z,2024-01-01T08:28:00Z,system,2024-01-05T08:28:00Z,system
880e8400-e29b-41d4-a716-446655440030,user30,user30@company30.com,900000030,550e8400-e29b-41d4-a716-446655440030,660e8400-e29b-41d4-a716-446655440030,770e8400-e29b-41d4-a716-446655440030,true,2024-01-10T09:29:00Z,2024-01-01T08:29:00Z,system,2024-01-05T08:29:00Z,system
880e8400-e29b-41d4-a716-446655440031,user31,user31@company31.com,900000031,550e8400-e29b-41d4-a716-446655440031,660e8400-e29b-41d4-a716-446655440031,770e8400-e29b-41d4-a716-446655440031,true,2024-01-10T09:30:00Z,2024-01-01T08:30:00Z,system,2024-01-05T08:30:00Z,system
880e8400-e29b-41d4-a716-446655440032,user32,user32@company32.com,900000032,550e8400-e29b-41d4-a716-446655440032,660e8400-e29b-41d4-a716-446655440032,770e8400-e29b-41d4-a716-446655440032,true,2024-01-10T09:31:00Z,2024-01-01T08:31:00Z,system,2024-01-05T08:31:00Z,system
880e8400-e29b-41d4-a716-446655440033,user33,user33@company33.com,900000033,550e8400-e29b-41d4-a716-446655440033,660e8400-e29b-41d4-a716-446655440033,770e8400-e29b-41d4-a716-446655440033,true,2024-01-10T09:32:00Z,2024-01-01T08:32:00Z,system,2024-01-05T08:32:00Z,system
880e8400-e29b-41d4-a716-446655440034,user34,user34@company34.com,900000034,550e8400-e29b-41d4-a716-446655440034,660e8400-e29b-41d4-a716-446655440034,770e8400-e29b-41d4-a716-446655440034,true,2024-01-10T09:33:00Z,2024-01-01T08:33:00Z,system,2024-01-05T08:33:00Z,system
880e8400-e29b-41d4-a716-446655440035,user35,user35@company35.com,900000035,550e8400-e29b-41d4-a716-446655440035,660e8400-e29b-41d4-a716-446655440035,770e8400-e29b-41d4-a716-446655440035,true,2024-01-10T09:34:00Z,2024-01-01T08:34:00Z,system,2024-01-05T08:34:00Z,system
880e8400-e29b-41d4-a716-446655440036,user36,user36@company36.com,900000036,550e8400-e29b-41d4-a716-446655440036,660e8400-e29b-41d4-a716-446655440036,770e8400-e29b-41d4-a716-446655440036,true,2024-01-10T09:35:00Z,2024-01-01T08:35:00Z,system,2024-01-05T08:35:00Z,system
880e8400-e29b-41d4-a716-446655440037,user37,user37@company37.com,900000037,550e8400-e29b-41d4-a716-446655440037,660e8400-e29b-41d4-a716-446655440037,770e8400-e29b-41d4-a716-446655440037,true,2024-01-10T09:36:00Z,2024-01-01T08:36:00Z,system,2024-01-05T08:36:00Z,system
880e8400-e29b-41d4-a716-446655440038,user38,user38@company38.com,900000038,550e8400-e29b-41d4-a716-446655440038,660e8400-e29b-41d4-a716-446655440038,770e8400-e29b-41d4-a716-446655440038,true,2024-01-10T09:37:00Z,2024-01-01T08:37:00Z,system,2024-01-05T08:37:00Z,system
880e8400-e29b-41d4-a716-446655440039,user39,user39@company39.com,900000039,550e8400-e29b-41d4-a716-446655440039,660e8400-e29b-41d4-a716-446655440039,770e8400-e29b-41d4-a716-446655440039,true,2024-01-10T09:38:00Z,2024-01-01T08:38:00Z,system,2024-01-05T08:38:00Z,system
880e8400-e29b-41d4-a716-446655440040,user40,user40@company40.com,900000040,550e8400-e29b-41d4-a716-446655440040,660e8400-e29b-41d4-a716-446655440040,770e8400-e29b-41d4-a716-446655440040,true,2024-01-10T09:39:00Z,2024-01-01T08:39:00Z,system,2024-01-05T08:39:00Z,system
880e8400-e29b-41d4-a716-446655440041,user41,user41@company41.com,900000041,550e8400-e29b-41d4-a716-446655440041,660e8400-e29b-41d4-a716-446655440041,770e8400-e29b-41d4-a716-446655440041,true,2024-01-10T09:40:00Z,2024-01-01T08:40:00Z,system,2024-01-05T08:40:00Z,system
880e8400-e29b-41d4-a716-446655440042,user42,user42@company42.com,900000042,550e8400-e29b-41d4-a716-446655440042,660e8400-e29b-41d4-a716-446655440042,770e8400-e29b-41d4-a716-446655440042,true,2024-01-10T09:41:00Z,2024-01-01T08:41:00Z,system,2024-01-05T08:41:00Z,system
880e8400-e29b-41d4-a716-446655440043,user43,user43@company43.com,900000043,550e8400-e29b-41d4-a716-446655440043,660e8400-e29b-41d4-a716-446655440043,770e8400-e29b-41d4-a716-446655440043,true,2024-01-10T09:42:00Z,2024-01-01T08:42:00Z,system,2024-01-05T08:42:00Z,system
880e8400-e29b-41d4-a716-446655440044,user44,user44@company44.com,900000044,550e8400-e29b-41d4-a716-446655440044,660e8400-e29b-41d4-a716-446655440044,770e8400-e29b-41d4-a716-446655440044,true,2024-01-10T09:43:00Z,2024-01-01T08:43:00Z,system,2024-01-05T08:43:00Z,system
880e8400-e29b-41d4-a716-446655440045,user45,user45@company45.com,900000045,550e8400-e29b-41d4-a716-446655440045,660e8400-e29b-41d4-a716-446655440045,770e8400-e29b-41d4-a716-446655440045,true,2024-01-10T09:44:00Z,2024-01-01T08:44:00Z,system,2024-01-05T08:44:00Z,system
880e8400-e29b-41d4-a716-446655440046,user46,user46@company46.com,900000046,550e8400-e29b-41d4-a716-446655440046,660e8400-e29b-41d4-a716-446655440046,770e8400-e29b-41d4-a716-446655440046,true,2024-01-10T09:45:00Z,2024-01-01T08:45:00Z,system,2024-01-05T08:45:00Z,system
880e8400-e29b-41d4-a716-446655440047,user47,user47@company47.com,900000047,550e8400-e29b-41d4-a716-446655440047,660e8400-e29b-41d4-a716-446655440047,770e8400-e29b-41d4-a716-446655440047,true,2024-01-10T09:46:00Z,2024-01-01T08:46:00Z,system,2024-01-05T08:46:00Z,system
880e8400-e29b-41d4-a716-446655440048,user48,user48@company48.com,900000048,550e8400-e29b-41d4-a716-446655440048,660e8400-e29b-41d4-a716-446655440048,770e8400-e29b-41d4-a716-446655440048,true,2024-01-10T09:47:00Z,2024-01-01T08:47:00Z,system,2024-01-05T08:47:00Z,system
880e8400-e29b-41d4-a716-446655440049,user49,user49@company49.com,900000049,550e8400-e29b-41d4-a716-446655440049,660e8400-e29b-41d4-a716-446655440049,770e8400-e29b-41d4-a716-446655440049,true,2024-01-10T09:48:00Z,2024-01-01T08:48:00Z,system,2024-01-05T08:48:00Z,system
880e8400-e29b-41d4-a716-446655440050,user50,user50@company50.com,900000050,550e8400-e29b-41d4-a716-446655440050,660e8400-e29b-41d4-a716-446655440050,770e8400-e29b-41d4-a716-446655440050,true,2024-01-10T09:49:00Z,2024-01-01T08:49:00Z,system,2024-01-05T08:49:00Z,system
